ID,ra,dec
Sartori5449,184.84729166666700,19.587333333333300
Sartori54785,218.4453333333330,36.44755555555560
Sartori5619,180.34295833333300,2.1856388888888900
Sartori5634,182.17637500000000,36.80277777777780
Sartori57701,176.9860833333330,9.094944444444450
Sartori5784,163.35141666666700,16.793166666666700
Sartori57906,163.86650000000000,11.140833333333300
Sartori58986,197.67112500000000,44.01872222222220
Sartori59007,198.27441666666700,23.45936111111110
Sartori59191,10.56245833333330,-10.737500000000000
Sartori59304,195.97683333333300,37.23386111111110
Sartori59305,245.38204166666700,10.125222222222200
Sartori60324,214.06508333333300,-1.4646388888888900
Sartori63123,170.45666666666700,11.90225
Sartori63239,157.5972083333330,28.349722222222200
Sartori63673,195.43100000000000,4.143527777777780
Sartori64919,236.4314583333330,8.967027777777780
Sartori64962,192.66329166666700,62.17633333333330
Sartori66259,134.52645833333300,49.829861111111100
Sartori6689,177.7700833333330,5.246222222222220
Sartori67600,123.63054166666700,8.213916666666670
Sartori6801,133.140625,13.841222222222200
Sartori68371,136.3795,3.5917777777777800
Sartori69278,222.13145833333300,16.891194444444400
Sartori7106,224.69200000000000,2.969055555555560
Sartori71190,235.12062500000000,34.56111111111110
Sartori71440,244.84837500000000,25.669472222222200
Sartori7192,159.50675000000000,64.26636111111110
Sartori72486,249.90529166666700,27.13061111111110
Sartori7265,241.67083333333300,6.5809444444444400
Sartori7289,225.25354166666700,1.013861111111110
Sartori73934,127.59791666666700,38.93172222222220
Sartori74024,147.82629166666700,39.69844444444440
Sartori74640,214.680875,28.16597222222220
Sartori74705,218.14966666666700,14.58938888888890
Sartori75308,177.41662500000000,36.957972222222200
Sartori7777,168.65504166666700,30.31413888888890
Sartori78416,146.2125833333330,12.51225
Sartori7969,131.17795833333300,29.545305555555600
Sartori8012,126.51829166666700,45.96763888888890
Sartori8021,193.49679166666700,29.78863888888890
Sartori8102,171.57675000000000,39.02463888888890
Sartori8217,126.86533333333300,25.724416666666700
Sartori82176,155.32141666666700,15.090055555555600
Sartori84207,166.18629166666700,63.27847222222220
Sartori84592,220.63625000000000,21.400583333333300
Sartori84989,206.90166666666700,17.567944444444400
Sartori85569,145.00216666666700,20.522916666666700
Sartori86119,29.18875,-0.6271666666666670
Sartori86653,155.04725,1.5127777777777800
Sartori86812,239.06787500000000,8.988138888888890
Sartori87145,161.10241666666700,18.66927777777780
Sartori8807,123.23487500000000,54.969
Sartori88228,129.1478333333330,22.294583333333300
Sartori88704,155.96941666666700,41.86972222222220
Sartori9030,251.79441666666700,21.08736111111110
Sartori90892,237.2839166666670,10.509305555555600
Sartori91423,225.79345833333300,18.719111111111100
Sartori9175,45.16750000000000,0.02036111111111110
Sartori9250,149.696375,11.388694444444400
Sartori94610,155.93766666666700,14.768
Sartori94970,263.75520833333300,57.052388888888900
Sartori95418,149.7473333333330,55.40438888888890
Sartori9612,130.65241666666700,10.553861111111100
Sartori9690,169.65145833333300,63.28063888888890
Sartori9874,332.5859583333330,-9.192055555555560
Sartori99464,246.14654166666700,47.53772222222220
Sartori99925,187.09508333333300,20.345444444444400
UGC10370,245.89615299654,45.74536240941
